hydro_hourly_1 (MW),hydro_hourly_2 (MW),hydro_hourly_3 (MW),hydro_hourly_4 (MW),hydro_hourly_5 (MW),hydro_hourly_6 (MW),hydro_hourly_7 (MW),hydro_hourly_8 (MW),hydro_hourly_9 (MW),hydro_hourly_10 (MW)
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
26.042,21.103,86.208,386.3645,0.449,951.5208,96.086,636.4575,12.2128,129.761
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
28.478,23.077,94.272,422.5055,0.491,1040.5272,105.074,695.9925,13.3552,141.899
